"state","date","fips","cumulative_cases","cumulative_deaths","lag_cases","lag_deaths","cases_is_cumulative","dth_is_cumulative","lead_cases","lead_deaths","lead2_cases","lead2_deaths","cases","deaths"
"Michigan",2020-05-08,"26",46319,4393,45643,4343,1,1,46735,4526,47116,4551,676,50
"Michigan",2020-05-09,"26",46735,4526,46319,4393,1,1,47116,4551,47526,4584,416,133
"Michigan",2020-05-10,"26",47116,4551,46735,4526,1,1,47526,4584,47946,4674,381,25
"Michigan",2020-05-11,"26",47526,4584,47116,4551,1,1,47946,4674,48307,4714,410,33
"Michigan",2020-05-12,"26",47946,4674,47526,4584,1,1,48307,4714,49489,4787,420,90
"Michigan",2020-05-13,"26",48307,4714,47946,4674,1,1,49489,4787,49982,4825,361,40
"Michigan",2020-05-14,"26",49489,4787,48307,4714,1,1,49982,4825,50416,4880,1182,73
"Michigan",2020-05-15,"26",49982,4825,49489,4787,1,1,50416,4880,51054,4891,493,38
"Michigan",2020-05-16,"26",50416,4880,49982,4825,1,1,51054,4891,51853,4915,434,55
"Michigan",2020-05-17,"26",51054,4891,50416,4880,1,1,51853,4915,52337,5017,638,11
"Michigan",2020-05-18,"26",51853,4915,51054,4891,1,1,52337,5017,52988,5060,799,24
"Michigan",2020-05-19,"26",52337,5017,51853,4915,1,1,52988,5060,53468,5129,484,102
"Michigan",2020-05-20,"26",52988,5060,52337,5017,1,1,53468,5129,53865,5158,651,43
"Michigan",2020-05-21,"26",53468,5129,52988,5060,1,1,53865,5158,54304,5223,480,69
"Michigan",2020-05-22,"26",53865,5158,53468,5129,1,1,54304,5223,54616,5228,397,29
"Michigan",2020-05-23,"26",54304,5223,53865,5158,1,1,54616,5228,54816,5240,439,65
"Michigan",2020-05-24,"26",54616,5228,54304,5223,1,1,54816,5240,55040,5266,312,5
"Michigan",2020-05-25,"26",54816,5240,54616,5228,1,1,55040,5266,55544,5334,200,12
"Michigan",2020-05-26,"26",55040,5266,54816,5240,1,1,55544,5334,55944,5372,224,26
"Michigan",2020-05-27,"26",55544,5334,55040,5266,1,1,55944,5372,56589,5406,504,68
"Michigan",2020-05-28,"26",55944,5372,55544,5334,1,1,56589,5406,56848,5463,400,38
"Michigan",2020-05-29,"26",56589,5406,55944,5372,1,1,56848,5463,57355,5491,645,34
"Michigan",2020-05-30,"26",56848,5463,56589,5406,1,1,57355,5491,58435,5525,259,57
"Michigan",2020-05-31,"26",57355,5491,56848,5463,1,1,58435,5525,58680,5562,507,28
"Michigan",2020-06-01,"26",58435,5525,57355,5491,1,1,58680,5562,58990,5579,1080,34
"Michigan",2020-06-02,"26",58680,5562,58435,5525,1,1,58990,5579,59215,5604,245,37
"Michigan",2020-06-03,"26",58990,5579,58680,5562,1,1,59215,5604,63744,5854,310,17
"Michigan",2020-06-04,"26",59215,5604,58990,5579,1,1,63744,5854,NA,NA,225,25
"Michigan",2020-06-05,"26",63744,5854,59215,5604,1,1,NA,NA,NA,NA,4529,250
"Minnesota",2020-03-06,"27",1,0,NA,NA,NA,NA,1,0,2,0,NA,NA
"Minnesota",2020-03-07,"27",1,0,1,0,1,1,2,0,2,0,0,0
"Minnesota",2020-03-08,"27",2,0,1,0,1,1,2,0,3,0,1,0
"Minnesota",2020-03-09,"27",2,0,2,0,1,1,3,0,5,0,0,0
"Minnesota",2020-03-10,"27",3,0,2,0,1,1,5,0,9,0,1,0
"Minnesota",2020-03-11,"27",5,0,3,0,1,1,9,0,14,0,2,0
"Minnesota",2020-03-12,"27",9,0,5,0,1,1,14,0,21,0,4,0
"Minnesota",2020-03-13,"27",14,0,9,0,1,1,21,0,35,0,5,0
"Minnesota",2020-03-14,"27",21,0,14,0,1,1,35,0,54,0,7,0
"Minnesota",2020-03-15,"27",35,0,21,0,1,1,54,0,60,0,14,0
"Minnesota",2020-03-16,"27",54,0,35,0,1,1,60,0,77,0,19,0
"Minnesota",2020-03-17,"27",60,0,54,0,1,1,77,0,89,0,6,0
"Minnesota",2020-03-18,"27",77,0,60,0,1,1,89,0,115,0,17,0
"Minnesota",2020-03-19,"27",89,0,77,0,1,1,115,0,138,1,12,0
"Minnesota",2020-03-20,"27",115,0,89,0,1,1,138,1,171,1,26,0
"Minnesota",2020-03-21,"27",138,1,115,0,1,1,171,1,235,1,23,1
"Minnesota",2020-03-22,"27",171,1,138,1,1,1,235,1,262,1,33,0
"Minnesota",2020-03-23,"27",235,1,171,1,1,1,262,1,287,1,64,0
"Minnesota",2020-03-24,"27",262,1,235,1,1,1,287,1,346,2,27,0
"Minnesota",2020-03-25,"27",287,1,262,1,1,1,346,2,398,4,25,0
"Minnesota",2020-03-26,"27",346,2,287,1,1,1,398,4,440,5,59,1
"Minnesota",2020-03-27,"27",398,4,346,2,1,1,440,5,504,9,52,2
"Minnesota",2020-03-28,"27",440,5,398,4,1,1,504,9,576,10,42,1
"Minnesota",2020-03-29,"27",504,9,440,5,1,1,576,10,629,12,64,4
"Minnesota",2020-03-30,"27",576,10,504,9,1,1,629,12,689,17,72,1
"Minnesota",2020-03-31,"27",629,12,576,10,1,1,689,17,742,18,53,2
"Minnesota",2020-04-01,"27",689,17,629,12,1,1,742,18,789,22,60,5
"Minnesota",2020-04-02,"27",742,18,689,17,1,1,789,22,865,24,53,1
"Minnesota",2020-04-03,"27",789,22,742,18,1,1,865,24,935,29,47,4
"Minnesota",2020-04-04,"27",865,24,789,22,1,1,935,29,986,30,76,2
"Minnesota",2020-04-05,"27",935,29,865,24,1,1,986,30,1069,34,70,5
"Minnesota",2020-04-06,"27",986,30,935,29,1,1,1069,34,1154,39,51,1
"Minnesota",2020-04-07,"27",1069,34,986,30,1,1,1154,39,1242,50,83,4
"Minnesota",2020-04-08,"27",1154,39,1069,34,1,1,1242,50,1335,57,85,5
"Minnesota",2020-04-09,"27",1242,50,1154,39,1,1,1335,57,1427,64,88,11
"Minnesota",2020-04-10,"27",1335,57,1242,50,1,1,1427,64,1621,70,93,7
"Minnesota",2020-04-11,"27",1427,64,1335,57,1,1,1621,70,1650,70,92,7
"Minnesota",2020-04-12,"27",1621,70,1427,64,1,1,1650,70,1695,79,194,6
"Minnesota",2020-04-13,"27",1650,70,1621,70,1,1,1695,79,1809,87,29,0
"Minnesota",2020-04-14,"27",1695,79,1650,70,1,1,1809,87,1912,94,45,9
"Minnesota",2020-04-15,"27",1809,87,1695,79,1,1,1912,94,2071,111,114,8
"Minnesota",2020-04-16,"27",1912,94,1809,87,1,1,2071,111,2213,121,103,7
"Minnesota",2020-04-17,"27",2071,111,1912,94,1,1,2213,121,2356,134,159,17
"Minnesota",2020-04-18,"27",2213,121,2071,111,1,1,2356,134,2470,143,142,10
"Minnesota",2020-04-19,"27",2356,134,2213,121,1,1,2470,143,2567,160,143,13
"Minnesota",2020-04-20,"27",2470,143,2356,134,1,1,2567,160,2721,179,114,9
"Minnesota",2020-04-21,"27",2567,160,2470,143,1,1,2721,179,2942,200,97,17
"Minnesota",2020-04-22,"27",2721,179,2567,160,1,1,2942,200,3185,221,154,19
"Minnesota",2020-04-23,"27",2942,200,2721,179,1,1,3185,221,3446,244,221,21
"Minnesota",2020-04-24,"27",3185,221,2942,200,1,1,3446,244,3602,272,243,21
"Minnesota",2020-04-25,"27",3446,244,3185,221,1,1,3602,272,3816,286,261,23
"Minnesota",2020-04-26,"27",3602,272,3446,244,1,1,3816,286,4181,301,156,28
"Minnesota",2020-04-27,"27",3816,286,3602,272,1,1,4181,301,4644,319,214,14
"Minnesota",2020-04-28,"27",4181,301,3816,286,1,1,4644,319,5136,343,365,15
"Minnesota",2020-04-29,"27",4644,319,4181,301,1,1,5136,343,5730,371,463,18
"Minnesota",2020-04-30,"27",5136,343,4644,319,1,1,5730,371,6228,395,492,24
"Minnesota",2020-05-01,"27",5730,371,5136,343,1,1,6228,395,6663,419,594,28
"Minnesota",2020-05-02,"27",6228,395,5730,371,1,1,6663,419,7234,428,498,24
"Minnesota",2020-05-03,"27",6663,419,6228,395,1,1,7234,428,7851,455,435,24
"Minnesota",2020-05-04,"27",7234,428,6663,419,1,1,7851,455,8579,485,571,9
"Minnesota",2020-05-05,"27",7851,455,7234,428,1,1,8579,485,9364,508,617,27
"Minnesota",2020-05-06,"27",8579,485,7851,455,1,1,9364,508,10087,534,728,30
"Minnesota",2020-05-07,"27",9364,508,8579,485,1,1,10087,534,10789,558,785,23
"Minnesota",2020-05-08,"27",10087,534,9364,508,1,1,10789,558,11270,578,723,26
"Minnesota",2020-05-09,"27",10789,558,10087,534,1,1,11270,578,11798,591,702,24
"Minnesota",2020-05-10,"27",11270,578,10789,558,1,1,11798,591,12493,614,481,20
"Minnesota",2020-05-11,"27",11798,591,11270,578,1,1,12493,614,12916,638,528,13
"Minnesota",2020-05-12,"27",12493,614,11798,591,1,1,12916,638,13443,672,695,23
"Minnesota",2020-05-13,"27",12916,638,12493,614,1,1,13443,672,14249,692,423,24
"Minnesota",2020-05-14,"27",13443,672,12916,638,1,1,14249,692,14978,709,527,34
"Minnesota",2020-05-15,"27",14249,692,13443,672,1,1,14978,709,15677,731,806,20
"Minnesota",2020-05-16,"27",14978,709,14249,692,1,1,15677,731,16381,740,729,17
"Minnesota",2020-05-17,"27",15677,731,14978,709,1,1,16381,740,17038,757,699,22
"Minnesota",2020-05-18,"27",16381,740,15677,731,1,1,17038,757,17679,786,704,9
"Minnesota",2020-05-19,"27",17038,757,16381,740,1,1,17679,786,18209,818,657,17
"Minnesota",2020-05-20,"27",17679,786,17038,757,1,1,18209,818,19014,851,641,29
"Minnesota",2020-05-21,"27",18209,818,17679,786,1,1,19014,851,19854,861,530,32
"Minnesota",2020-05-22,"27",19014,851,18209,818,1,1,19854,861,20582,878,805,33
"Minnesota",2020-05-23,"27",19854,861,19014,851,1,1,20582,878,21324,890,840,10
"Minnesota",2020-05-24,"27",20582,878,19854,861,1,1,21324,890,21969,908,728,17
"Minnesota",2020-05-25,"27",21324,890,20582,878,1,1,21969,908,22474,942,742,12
"Minnesota",2020-05-26,"27",21969,908,21324,890,1,1,22474,942,22957,977,645,18
"Minnesota",2020-05-27,"27",22474,942,21969,908,1,1,22957,977,23541,1006,505,34
"Minnesota",2020-05-28,"27",22957,977,22474,942,1,1,23541,1006,24200,1036,483,35
"Minnesota",2020-05-29,"27",23541,1006,22957,977,1,1,24200,1036,24860,1050,584,29
"Minnesota",2020-05-30,"27",24200,1036,23541,1006,1,1,24860,1050,25218,1060,659,30
"Minnesota",2020-05-31,"27",24860,1050,24200,1036,1,1,25218,1060,25518,1082,660,14
"Minnesota",2020-06-01,"27",25218,1060,24860,1050,1,1,25518,1082,25881,1097,358,10
"Minnesota",2020-06-02,"27",25518,1082,25218,1060,1,1,25881,1097,26284,1126,300,22
"Minnesota",2020-06-03,"27",25881,1097,25518,1082,1,1,26284,1126,26991,1159,363,15
"Minnesota",2020-06-04,"27",26284,1126,25881,1097,1,1,26991,1159,NA,NA,403,29
"Minnesota",2020-06-05,"27",26991,1159,26284,1126,1,1,NA,NA,NA,NA,707,33
"Mississippi",2020-03-11,"28",1,0,NA,NA,NA,NA,1,0,6,0,NA,NA
"Mississippi",2020-03-12,"28",1,0,1,0,1,1,6,0,6,0,0,0
"Mississippi",2020-03-13,"28",6,0,1,0,1,1,6,0,10,0,5,0
"Mississippi",2020-03-14,"28",6,0,6,0,1,1,10,0,12,0,0,0
"Mississippi",2020-03-15,"28",10,0,6,0,1,1,12,0,21,0,4,0
"Mississippi",2020-03-16,"28",12,0,10,0,1,1,21,0,34,0,2,0
"Mississippi",2020-03-17,"28",21,0,12,0,1,1,34,0,50,1,9,0
"Mississippi",2020-03-18,"28",34,0,21,0,1,1,50,1,80,1,13,0
"Mississippi",2020-03-19,"28",50,1,34,0,1,1,80,1,140,1,16,1
"Mississippi",2020-03-20,"28",80,1,50,1,1,1,140,1,207,1,30,0
"Mississippi",2020-03-21,"28",140,1,80,1,1,1,207,1,249,1,60,0
"Mississippi",2020-03-22,"28",207,1,140,1,1,1,249,1,320,1,67,0
"Mississippi",2020-03-23,"28",249,1,207,1,1,1,320,1,376,5,42,0
"Mississippi",2020-03-24,"28",320,1,249,1,1,1,376,5,486,6,71,0
"Mississippi",2020-03-25,"28",376,5,320,1,1,1,486,6,579,8,56,4
"Mississippi",2020-03-26,"28",486,6,376,5,1,1,579,8,669,13,110,1
"Mississippi",2020-03-27,"28",579,8,486,6,1,1,669,13,759,14,93,2
"Mississippi",2020-03-28,"28",669,13,579,8,1,1,759,14,848,16,90,5
"Mississippi",2020-03-29,"28",759,14,669,13,1,1,848,16,937,20,90,1
"Mississippi",2020-03-30,"28",848,16,759,14,1,1,937,20,1073,22,89,2
"Mississippi",2020-03-31,"28",937,20,848,16,1,1,1073,22,1177,26,89,4
"Mississippi",2020-04-01,"28",1073,22,937,20,1,1,1177,26,1358,29,136,2
"Mississippi",2020-04-02,"28",1177,26,1073,22,1,1,1358,29,1455,35,104,4
"Mississippi",2020-04-03,"28",1358,29,1177,26,1,1,1455,35,1638,43,181,3
"Mississippi",2020-04-04,"28",1455,35,1358,29,1,1,1638,43,1738,51,97,6
"Mississippi",2020-04-05,"28",1638,43,1455,35,1,1,1738,51,1915,59,183,8
"Mississippi",2020-04-06,"28",1738,51,1638,43,1,1,1915,59,2003,67,100,8
"Mississippi",2020-04-07,"28",1915,59,1738,51,1,1,2003,67,2260,76,177,8
"Mississippi",2020-04-08,"28",2003,67,1915,59,1,1,2260,76,2469,82,88,8
"Mississippi",2020-04-09,"28",2260,76,2003,67,1,1,2469,82,2642,93,257,9
"Mississippi",2020-04-10,"28",2469,82,2260,76,1,1,2642,93,2781,96,209,6
"Mississippi",2020-04-11,"28",2642,93,2469,82,1,1,2781,96,2942,98,173,11
"Mississippi",2020-04-12,"28",2781,96,2642,93,1,1,2942,98,3087,111,139,3
"Mississippi",2020-04-13,"28",2942,98,2781,96,1,1,3087,111,3360,122,161,2
"Mississippi",2020-04-14,"28",3087,111,2942,98,1,1,3360,122,3624,129,145,13
"Mississippi",2020-04-15,"28",3360,122,3087,111,1,1,3624,129,3793,140,273,11
"Mississippi",2020-04-16,"28",3624,129,3360,122,1,1,3793,140,3974,152,264,7
"Mississippi",2020-04-17,"28",3793,140,3624,129,1,1,3974,152,4274,159,169,11
"Mississippi",2020-04-18,"28",3974,152,3793,140,1,1,4274,159,4512,169,181,12
"Mississippi",2020-04-19,"28",4274,159,3974,152,1,1,4512,169,4716,183,300,7
"Mississippi",2020-04-20,"28",4512,169,4274,159,1,1,4716,183,4894,193,238,10
"Mississippi",2020-04-21,"28",4716,183,4512,169,1,1,4894,193,5153,201,204,14
"Mississippi",2020-04-22,"28",4894,193,4716,183,1,1,5153,201,5434,209,178,10
"Mississippi",2020-04-23,"28",5153,201,4894,193,1,1,5434,209,5718,221,259,8
"Mississippi",2020-04-24,"28",5434,209,5153,201,1,1,5718,221,5911,227,281,8
"Mississippi",2020-04-25,"28",5718,221,5434,209,1,1,5911,227,6094,229,284,12
"Mississippi",2020-04-26,"28",5911,227,5718,221,1,1,6094,229,6342,239,193,6
"Mississippi",2020-04-27,"28",6094,229,5911,227,1,1,6342,239,6569,250,183,2
"Mississippi",2020-04-28,"28",6342,239,6094,229,1,1,6569,250,6815,261,248,10
"Mississippi",2020-04-29,"28",6569,250,6342,239,1,1,6815,261,7212,281,227,11
"Mississippi",2020-04-30,"28",6815,261,6569,250,1,1,7212,281,7441,291,246,11
"Mississippi",2020-05-01,"28",7212,281,6815,261,1,1,7441,291,7550,303,397,20
"Mississippi",2020-05-02,"28",7441,291,7212,281,1,1,7550,303,7877,310,229,10
"Mississippi",2020-05-03,"28",7550,303,7441,291,1,1,7877,310,8207,342,109,12
"Mississippi",2020-05-04,"28",7877,310,7550,303,1,1,8207,342,8424,374,327,7
"Mississippi",2020-05-05,"28",8207,342,7877,310,1,1,8424,374,8686,396,330,32
"Mississippi",2020-05-06,"28",8424,374,8207,342,1,1,8686,396,9090,409,217,32
"Mississippi",2020-05-07,"28",8686,396,8424,374,1,1,9090,409,9378,421,262,22
"Mississippi",2020-05-08,"28",9090,409,8686,396,1,1,9378,421,9501,430,404,13
"Mississippi",2020-05-09,"28",9378,421,9090,409,1,1,9501,430,9674,435,288,12
"Mississippi",2020-05-10,"28",9501,430,9378,421,1,1,9674,435,9908,457,123,9
"Mississippi",2020-05-11,"28",9674,435,9501,430,1,1,9908,457,10090,465,173,5
"Mississippi",2020-05-12,"28",9908,457,9674,435,1,1,10090,465,10483,480,234,22
"Mississippi",2020-05-13,"28",10090,465,9908,457,1,1,10483,480,10801,493,182,8
"Mississippi",2020-05-14,"28",10483,480,10090,465,1,1,10801,493,11123,510,393,15
"Mississippi",2020-05-15,"28",10801,493,10483,480,1,1,11123,510,11296,521,318,13
"Mississippi",2020-05-16,"28",11123,510,10801,493,1,1,11296,521,11432,528,322,17
"Mississippi",2020-05-17,"28",11296,521,11123,510,1,1,11432,528,11704,554,173,11
"Mississippi",2020-05-18,"28",11432,528,11296,521,1,1,11704,554,11967,570,136,7
"Mississippi",2020-05-19,"28",11704,554,11432,528,1,1,11967,570,12222,580,272,26
"Mississippi",2020-05-20,"28",11967,570,11704,554,1,1,12222,580,12624,596,263,16
"Mississippi",2020-05-21,"28",12222,580,11967,570,1,1,12624,596,13005,616,255,10
"Mississippi",2020-05-22,"28",12624,596,12222,580,1,1,13005,616,13252,625,402,16
"Mississippi",2020-05-23,"28",13005,616,12624,596,1,1,13252,625,13458,635,381,20
"Mississippi",2020-05-24,"28",13252,625,13005,616,1,1,13458,635,13731,652,247,9
"Mississippi",2020-05-25,"28",13458,635,13252,625,1,1,13731,652,14044,670,206,10
"Mississippi",2020-05-26,"28",13731,652,13458,635,1,1,14044,670,14372,693,273,17
"Mississippi",2020-05-27,"28",14044,670,13731,652,1,1,14372,693,14790,710,313,18
"Mississippi",2020-05-28,"28",14372,693,14044,670,1,1,14790,710,15229,723,328,23
"Mississippi",2020-05-29,"28",14790,710,14372,693,1,1,15229,723,15501,734,418,17
"Mississippi",2020-05-30,"28",15229,723,14790,710,1,1,15501,734,15752,739,439,13
"Mississippi",2020-05-31,"28",15501,734,15229,723,1,1,15752,739,16020,767,272,11
"Mississippi",2020-06-01,"28",15752,739,15501,734,1,1,16020,767,16322,782,251,5
"Mississippi",2020-06-02,"28",16020,767,15752,739,1,1,16322,782,16560,794,268,28
"Mississippi",2020-06-03,"28",16322,782,16020,767,1,1,16560,794,16769,803,302,15
"Mississippi",2020-06-04,"28",16560,794,16322,782,1,1,16769,803,NA,NA,238,12
"Mississippi",2020-06-05,"28",16769,803,16560,794,1,1,NA,NA,NA,NA,209,9
"Missouri",2020-03-07,"29",1,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"Missouri",2020-03-08,"29",1,0,1,0,1,1,1,0,1,0,0,0
"Missouri",2020-03-09,"29",1,0,1,0,1,1,1,0,1,0,0,0
"Missouri",2020-03-10,"29",1,0,1,0,1,1,1,0,2,0,0,0
"Missouri",2020-03-11,"29",1,0,1,0,1,1,2,0,4,0,0,0
"Missouri",2020-03-12,"29",2,0,1,0,1,1,4,0,5,0,1,0
"Missouri",2020-03-13,"29",4,0,2,0,1,1,5,0,5,0,2,0
"Missouri",2020-03-14,"29",5,0,4,0,1,1,5,0,9,0,1,0
"Missouri",2020-03-15,"29",5,0,5,0,1,1,9,0,16,0,0,0
"Missouri",2020-03-16,"29",9,0,5,0,1,1,16,0,21,1,4,0
"Missouri",2020-03-17,"29",16,0,9,0,1,1,21,1,35,1,7,0
"Missouri",2020-03-18,"29",21,1,16,0,1,1,35,1,73,3,5,1
"Missouri",2020-03-19,"29",35,1,21,1,1,1,73,3,93,3,14,0
"Missouri",2020-03-20,"29",73,3,35,1,1,1,93,3,130,3,38,2
"Missouri",2020-03-21,"29",93,3,73,3,1,1,130,3,183,4,20,0
"Missouri",2020-03-22,"29",130,3,93,3,1,1,183,4,255,5,37,0
"Missouri",2020-03-23,"29",183,4,130,3,1,1,255,5,377,8,53,1
"Missouri",2020-03-24,"29",255,5,183,4,1,1,377,8,507,8,72,1
"Missouri",2020-03-25,"29",377,8,255,5,1,1,507,8,670,9,122,3
"Missouri",2020-03-26,"29",507,8,377,8,1,1,670,9,837,10,130,0
"Missouri",2020-03-27,"29",670,9,507,8,1,1,837,10,902,12,163,1
"Missouri",2020-03-28,"29",837,10,670,9,1,1,902,12,1049,13,167,1
"Missouri",2020-03-29,"29",902,12,837,10,1,1,1049,13,1350,15,65,2
"Missouri",2020-03-30,"29",1049,13,902,12,1,1,1350,15,1580,18,147,1
"Missouri",2020-03-31,"29",1350,15,1049,13,1,1,1580,18,1834,24,301,2
"Missouri",2020-04-01,"29",1580,18,1350,15,1,1,1834,24,2113,31,230,3
"Missouri",2020-04-02,"29",1834,24,1580,18,1,1,2113,31,2291,44,254,6
"Missouri",2020-04-03,"29",2113,31,1834,24,1,1,2291,44,2367,52,279,7
"Missouri",2020-04-04,"29",2291,44,2113,31,1,1,2367,52,2722,56,178,13
"Missouri",2020-04-05,"29",2367,52,2291,44,1,1,2722,56,3037,79,76,8
"Missouri",2020-04-06,"29",2722,56,2367,52,1,1,3037,79,3327,86,355,4
"Missouri",2020-04-07,"29",3037,79,2722,56,1,1,3327,86,3539,94,315,23
"Missouri",2020-04-08,"29",3327,86,3037,79,1,1,3539,94,3799,105,290,7
"Missouri",2020-04-09,"29",3539,94,3327,86,1,1,3799,105,4024,116,212,8
"Missouri",2020-04-10,"29",3799,105,3539,94,1,1,4024,116,4160,116,260,11
"Missouri",2020-04-11,"29",4024,116,3799,105,1,1,4160,116,4388,136,225,11
"Missouri",2020-04-12,"29",4160,116,4024,116,1,1,4388,136,4686,151,136,0
"Missouri",2020-04-13,"29",4388,136,4160,116,1,1,4686,151,4895,164,228,20
"Missouri",2020-04-14,"29",4686,151,4388,136,1,1,4895,164,5111,170,298,15
"Missouri",2020-04-15,"29",4895,164,4686,151,1,1,5111,170,5283,184,209,13
"Missouri",2020-04-16,"29",5111,170,4895,164,1,1,5283,184,5517,194,216,6
"Missouri",2020-04-17,"29",5283,184,5111,170,1,1,5517,194,5667,196,172,14
"Missouri",2020-04-18,"29",5517,194,5283,184,1,1,5667,196,5807,201,234,10
"Missouri",2020-04-19,"29",5667,196,5517,194,1,1,5807,201,5941,221,150,2
"Missouri",2020-04-20,"29",5807,201,5667,196,1,1,5941,221,6137,236,140,5
"Missouri",2020-04-21,"29",5941,221,5807,201,1,1,6137,236,6321,248,134,20
"Missouri",2020-04-22,"29",6137,236,5941,221,1,1,6321,248,6625,267,196,15
"Missouri",2020-04-23,"29",6321,248,6137,236,1,1,6625,267,6826,280,184,12
"Missouri",2020-04-24,"29",6625,267,6321,248,1,1,6826,280,6997,282,304,19
"Missouri",2020-04-25,"29",6826,280,6625,267,1,1,6997,282,7171,296,201,13
"Missouri",2020-04-26,"29",6997,282,6826,280,1,1,7171,296,7306,324,171,2
"Missouri",2020-04-27,"29",7171,296,6997,282,1,1,7306,324,7426,331,174,14
"Missouri",2020-04-28,"29",7306,324,7171,296,1,1,7426,331,7563,341,135,28
"Missouri",2020-04-29,"29",7426,331,7306,324,1,1,7563,341,7840,355,120,7
"Missouri",2020-04-30,"29",7563,341,7426,331,1,1,7840,355,8154,373,137,10
"Missouri",2020-05-01,"29",7840,355,7563,341,1,1,8154,373,8454,378,277,14
"Missouri",2020-05-02,"29",8154,373,7840,355,1,1,8454,378,8776,387,314,18
"Missouri",2020-05-03,"29",8454,378,8154,373,1,1,8776,387,8919,408,300,5
"Missouri",2020-05-04,"29",8776,387,8454,378,1,1,8919,408,9164,429,322,9
"Missouri",2020-05-05,"29",8919,408,8776,387,1,1,9164,429,9409,449,143,21
"Missouri",2020-05-06,"29",9164,429,8919,408,1,1,9409,449,9573,481,245,21
"Missouri",2020-05-07,"29",9409,449,9164,429,1,1,9573,481,9737,492,245,20
"Missouri",2020-05-08,"29",9573,481,9409,449,1,1,9737,492,9906,502,164,32
"Missouri",2020-05-09,"29",9737,492,9573,481,1,1,9906,502,10025,512,164,11
"Missouri",2020-05-10,"29",9906,502,9737,492,1,1,10025,512,10124,528,169,10
"Missouri",2020-05-11,"29",10025,512,9906,502,1,1,10124,528,10369,548,119,10
"Missouri",2020-05-12,"29",10124,528,10025,512,1,1,10369,548,10490,564,99,16
"Missouri",2020-05-13,"29",10369,548,10124,528,1,1,10490,564,10567,579,245,20
"Missouri",2020-05-14,"29",10490,564,10369,548,1,1,10567,579,10794,593,121,16
"Missouri",2020-05-15,"29",10567,579,10490,564,1,1,10794,593,11069,601,77,15
"Missouri",2020-05-16,"29",10794,593,10567,579,1,1,11069,601,11225,609,227,14
"Missouri",2020-05-17,"29",11069,601,10794,593,1,1,11225,609,11369,631,275,8
"Missouri",2020-05-18,"29",11225,609,11069,601,1,1,11369,631,11510,643,156,8
"Missouri",2020-05-19,"29",11369,631,11225,609,1,1,11510,643,11657,670,144,22
"Missouri",2020-05-20,"29",11510,643,11369,631,1,1,11657,670,11797,680,141,12
"Missouri",2020-05-21,"29",11657,670,11510,643,1,1,11797,680,11922,685,147,27
"Missouri",2020-05-22,"29",11797,680,11657,670,1,1,11922,685,12114,689,140,10
"Missouri",2020-05-23,"29",11922,685,11797,680,1,1,12114,689,12296,694,125,5
"Missouri",2020-05-24,"29",12114,689,11922,685,1,1,12296,694,12437,698,192,4
"Missouri",2020-05-25,"29",12296,694,12114,689,1,1,12437,698,12624,705,182,5
"Missouri",2020-05-26,"29",12437,698,12296,694,1,1,12624,705,12815,715,141,4
"Missouri",2020-05-27,"29",12624,705,12437,698,1,1,12815,715,12949,740,187,7
"Missouri",2020-05-28,"29",12815,715,12624,705,1,1,12949,740,13118,782,191,10
"Missouri",2020-05-29,"29",12949,740,12815,715,1,1,13118,782,13297,784,134,25
"Missouri",2020-05-30,"29",13118,782,12949,740,1,1,13297,784,13523,786,169,42
"Missouri",2020-05-31,"29",13297,784,13118,782,1,1,13523,786,13822,797,179,2
"Missouri",2020-06-01,"29",13523,786,13297,784,1,1,13822,797,14020,801,226,2
"Missouri",2020-06-02,"29",13822,797,13523,786,1,1,14020,801,14286,806,299,11
"Missouri",2020-06-03,"29",14020,801,13822,797,1,1,14286,806,14515,816,198,4
"Missouri",2020-06-04,"29",14286,806,14020,801,1,1,14515,816,NA,NA,266,5
"Missouri",2020-06-05,"29",14515,816,14286,806,1,1,NA,NA,NA,NA,229,10
"Montana",2020-03-13,"30",4,0,NA,NA,NA,NA,6,0,6,0,NA,NA
"Montana",2020-03-14,"30",6,0,4,0,1,1,6,0,8,0,2,0
"Montana",2020-03-15,"30",6,0,6,0,1,1,8,0,8,0,0,0
"Montana",2020-03-16,"30",8,0,6,0,1,1,8,0,12,0,2,0
"Montana",2020-03-17,"30",8,0,8,0,1,1,12,0,19,0,0,0
"Montana",2020-03-18,"30",12,0,8,0,1,1,19,0,19,0,4,0
"Montana",2020-03-19,"30",19,0,12,0,1,1,19,0,29,0,7,0
"Montana",2020-03-20,"30",19,0,19,0,1,1,29,0,34,0,0,0
"Montana",2020-03-21,"30",29,0,19,0,1,1,34,0,45,0,10,0
"Montana",2020-03-22,"30",34,0,29,0,1,1,45,0,51,0,5,0
"Montana",2020-03-23,"30",45,0,34,0,1,1,51,0,65,0,11,0
"Montana",2020-03-24,"30",51,0,45,0,1,1,65,0,90,0,6,0
"Montana",2020-03-25,"30",65,0,51,0,1,1,90,0,121,1,14,0
"Montana",2020-03-26,"30",90,0,65,0,1,1,121,1,147,1,25,0
"Montana",2020-03-27,"30",121,1,90,0,1,1,147,1,161,1,31,1
"Montana",2020-03-28,"30",147,1,121,1,1,1,161,1,177,4,26,0
"Montana",2020-03-29,"30",161,1,147,1,1,1,177,4,198,5,14,0
